,name,cultures,taxid,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes
3870,Dactylosporangium luteum,"['252', '554', 'J51', '84', '65']",35754,Dactylosporangium aurantiacum,1,11523879,8432897,10317,10071
3871,Streptomyces nitrosporeus,"['252', 'J66', 'J45', 'J43', '84', '65', 'J58']",28894,Streptomyces nitrosporeus,1,7581562,5471783,6700,6447
3872,Campylobacter curvus,"['413', '338', '693']",200,Campylobacter curvus,1,1974918,874190,1975,1893
3873,Actinomadura sputi,"['535a', '553', '554', '65', '693']",2750812,Actinomadura graeca,3,8979594,6498697,7926,7757
3874,Spiroplasma monobiae,['1076b'],1336748,Spiroplasma monobiae MQ-1,1,891575,247474,849,809
3875,Microlunatus nigridraconis,['92'],2596828,Microlunatus elymi,1,5121194,3423991,4724,4615
3876,Chromobacterium vaccinii,['381'],1108595,Chromobacterium vaccinii,1,5041230,3240118,4789,4641
3877,Methanothermococcus okinawensis,"['J232', 'J265', '282']",647113,Methanothermococcus okinawensis IH1,2,1677455,491105,1703,1634
3878,Solidesulfovibrio magneticus,['896'],573370,Solidesulfovibrio magneticus RS-1,3,5315620,3331529,4700,4600
3879,Campylobacter gracilis,"['J14', '413', '78', '693']",824,Campylobacter gracilis,1,2281652,1062271,2241,2145
3880,Thermobacillus composti,"['88', 'J542']",717605,Thermobacillus composti KWC4,2,4355525,2618385,4101,3918
3881,Pseudothermotoga hypogea,"['794', '987', '92', '1', '83', '84', '65']",1123384,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,1,2165165,1071074,2152,2093
3882,Listeria innocua,"['J28', '215', '693']",1642,Listeria innocua,2,2922148,1095113,2965,2849
3883,Desulfovibrio giganteus,"['252', 'J61', 'J66', '554', '195c', '410', '130', '84', '65', 'J58']",1725232,Candidatus Desulfovibrio trichonymphae,1,1410056,772968,1377,1273
3884,Acetivibrio aldrichii,['520'],720554,Acetivibrio clariflavus DSM 19732,1,4897678,1749312,4222,4047
3885,Bisgaardia miroungae,['693'],109472,Bisgaardia hudsonensis,1,2125638,715305,1970,1867
3886,Nonomuraea bangladeshensis,"['553', '535', 'J51', '84', '65']",1122611,Nonomuraea coxensis DSM 45129,1,9073954,6548501,8551,8372
3887,Leuconostoc carnosum,"['J13', '11']",1252,Leuconostoc carnosum,3,1701333,635459,1733,1640
3888,Vibrio cyclitrophicus,['514c'],47951,Vibrio cyclitrophicus,2,5074401,2221124,4509,4281
3889,Bacteroides intestinalis,"['J14', '104', '1203a', '693']",329854,Bacteroides intestinalis,1,5785766,2460858,4470,4308
3890,Peptoniphilus olsenii,"['J14', 'J84', '104', 'J676', '693']",3016343,Peptoniphilus equinus,1,1709189,780464,1651,1583
3891,Mycetocola zhujimingii,['215'],2079792,Mycetocola zhujimingii,2,3193647,2071978,3063,2992
3892,Allokutzneria albata,"['65', 'J58']",211114,Allokutzneria albata,1,8565619,6018395,8028,7869
3893,Clostridium malenominatum,"['90', '987', '92', '744', '84', '88', '104c', 'J50', '503', '63', '98', '1203a', '81', '1', '215', '813b', '252', 'J128', '1715', '535', '804', '65', 'J14', '110', '220', '666a', '693']",84022,Clostridium aceticum,2,4207037,1484407,3986,3841
3894,Nonomuraea insulae,"['554', '84', '65']",1122611,Nonomuraea coxensis DSM 45129,1,9073954,6548501,8551,8372
3895,Actinomadura vinacea,"['J104', '84']",2750812,Actinomadura graeca,3,8979594,6498697,7926,7757
3896,Saccharopolyspora spinosporotrichia,"['65', 'J58']",405948,Saccharopolyspora erythraea NRRL 2338,1,8212805,5843079,7311,7108
3897,Pseudoxanthomonas daejeonensis,"['J22', '830']",266062,Pseudoxanthomonas daejeonensis,1,3520644,2428892,3161,3083
3898,Cupriavidus malaysiensis,['1a'],367825,Cupriavidus malaysiensis,3,7949449,5442944,7227,7041
3899,Saccharomonospora azurea,"['J66', '83']",882081,Saccharomonospora azurea NA-128,1,4763852,3331901,4521,4366
3900,Arthrobacter monumenti,"['J118', 'J569', '514']",37921,Arthrobacter agilis,4,3786308,2575820,3570,3488
3901,Vibrio penaeicida,"['J118', '514']",104609,Vibrio penaeicida,3,6782963,2978398,6028,5810
3902,Cruoricaptor ignavus,['693'],1118202,Cruoricaptor ignavus,1,2120336,958734,2069,2004
3903,Streptomyces boninensis,['65'],2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
3904,Natrialba magadii,"['J167', '371']",547559,Natrialba magadii ATCC 43099,4,4443643,2712852,4254,4114
3905,Neisseria musculi,['693'],1815583,Neisseria musculi,2,2933071,1561207,2982,2747
3906,Mycoplasmopsis bovigenitalium,['1076b'],2112,Mycoplasmopsis bovigenitalium,1,841512,243464,740,694
3907,Paenibacillus nicotianae,"['J475', '220']",171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009
3908,Psychromonas boydii,['514'],357804,Psychromonas ingrahamii 37,1,4559598,1827773,3926,3720
3909,Aureimonas galii,"['830', '65']",2758041,Aureimonas mangrovi,1,3485124,2328354,3390,3295
3910,Burkholderia cenocepacia,"['693', '92']",95486,Burkholderia cenocepacia,3,7780598,5232742,7112,6953
3911,Allochromatium tepidum,['1469'],553982,Allochromatium tepidum,2,3384614,2183930,3293,3124
3912,Hydrogenimonas urashimensis,"['1721', 'J1019']",2740515,Hydrogenimonas urashimensis,1,2297889,1213371,2333,2262
3913,Ureibacillus thermophilus,['220'],367743,Ureibacillus thermophilus,1,3017325,1161079,3076,2886
3914,Desulfatibacillum aliphaticivorans,['383'],218208,Desulfatibacillum aliphaticivorans,1,6517073,3550801,5335,5248
3915,Brachybacterium huguangmaarense,"['J26', '92']",1652028,Brachybacterium huguangmaarense,2,3256418,2358402,2999,2904
3916,Mesorhizobium huakuii,"['98', 'J254']",28104,Mesorhizobium huakuii,2,7212699,4545812,7002,6792
3917,Erythrobacter neustonensis,['621'],1112,Erythrobacter neustonensis,1,3090363,2016518,2932,2866
3918,Arenimonas daejeonensis,['830'],370777,Arenimonas daejeonensis,1,3032542,2071561,3135,2475
3919,Veillonella dispar,"['136', '693']",39778,Veillonella dispar,1,2116915,822799,1981,1906
3920,Roseburia hominis,"['1611', 'J1130', 'J465', '58']",301301,Roseburia hominis,1,3592125,1742067,3347,3210
3921,Streptomyces polymachus,"['84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
3922,Caulifigura coniformis,['1560'],2527983,Caulifigura coniformis,1,6761146,4271203,5454,5386
3923,Shewanella carassii,['514'],1987584,Shewanella carassii,1,4454556,2345344,4003,3828
3924,Streptomyces griseochromogenes,"['J42', '84', '65', 'J58']",68214,Streptomyces griseochromogenes,1,10764674,7616681,9786,9277
3925,Caldanaerobacter subterraneus subsp. tengcongensis,"['J112', '965']",273068,Caldanaerobacter subterraneus subsp. tengcongensis MB4,1,2689445,1010449,2727,2565
3926,Shigella dysenteriae,"['1', '693', '92']",622,Shigella dysenteriae,2,5192674,2628681,5004,4744
3927,Erwinia persicina,"['1', '535', 'J12']",55211,Erwinia persicina,2,4802925,2667098,4459,4286
3928,Mucispirillum schaedleri,['1790'],1379858,Mucispirillum schaedleri ASF457,1,2347083,730586,2180,2119
3929,Corynebacterium doosanense,"['J28', '535a', '693']",558173,Corynebacterium doosanense CAU 212 = DSM 45436,2,2698995,1802458,2664,2541
3930,Methylophaga frappieri,['1337'],754477,Methylophaga frappieri,2,2745290,1315429,2661,2591
3931,Allofrancisella guangzhouensis,['429c'],594679,Allofrancisella guangzhouensis,2,1661527,531531,1568,1501
3932,Streptomyces yogyakartensis,"['252', 'J42', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
3933,Gemmata massiliana,['595'],1210884,Gemmata massiliana,1,10135216,6481738,8481,8305
3934,Alteromonas australica,['514'],589873,Alteromonas australica,1,4308833,1935971,3766,3672
3935,Paenibacillus beijingensis,['830'],1126833,Paenibacillus beijingensis,1,5749967,3020776,5256,5023
3936,Thiomonas arsenitoxydans,['35a'],426114,Thiomonas arsenitoxydans,2,3785534,2408702,3651,3535
3937,Pseudoalteromonas flavipulchra,['514'],137779,Pseudoalteromonas flavipulchra,2,5416459,2351551,4708,4532
3938,Paenibacillus brassicae,['220'],171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009
3939,Methanocaldococcus infernus,"['J232', '282']",573063,Methanocaldococcus infernus ME,1,1328194,446519,1500,1439
3940,Bacillus carboniphilus,"['J75', 'J22', '220']",86663,Bacillus carboniphilus,3,3715404,1327563,3899,3382
3941,Microbacterium shaanxiense,"['J26', '92']",936337,Microbacterium amylolyticum,2,2588344,1670013,2507,2381
3942,Dactylosporangium darangshiense,"['987', '553', '535', 'J51', '65']",35754,Dactylosporangium aurantiacum,1,11523879,8432897,10317,10071
3943,Methanobacterium oryzae,"['90', '825a', '793', '514']",2731220,Methanobacterium alkalithermotolerans,1,2187077,795050,2195,2140
3944,Sulfitobacter mediterraneus,"['J118', '514']",83219,Sulfitobacter mediterraneus,6,4046066,2365584,3950,3881
3945,Ramlibacter tataouinensis,"['535', '830']",365046,Ramlibacter tataouinensis TTB310,1,4070193,2849001,4001,3917
3946,Sphingomonas sediminicola,['830'],386874,Sphingomonas sediminicola,1,2757025,1733336,3095,2637
3947,Xanthomonas fragariae,"['1', '830']",48664,Xanthomonas fragariae,3,4328441,2692994,4092,3298
3948,Caballeronia zhejiangensis,"['1', '462']",871203,Caballeronia zhejiangensis,7,7412165,4669885,6968,6744
3949,Nonomuraea monospora,"['J61', '65', '553']",1122611,Nonomuraea coxensis DSM 45129,1,9073954,6548501,8551,8372
3950,Thalassotalea ganghwensis,['514'],2054316,Thalassotalea atypica,1,4386062,1761177,3924,3799
3951,Pseudomonas extremorientalis,"['220', '545', '535', '907']",169669,Pseudomonas extremorientalis,1,6373103,3881570,5784,5629
3952,Brevibacterium sandarakinum,"['J443', 'J26', '92']",629680,Brevibacterium sandarakinum,1,4441057,2811203,4079,3965
3953,Micromonospora siamensis,"['J61', '553', '554', '65']",299152,Micromonospora siamensis,1,6250219,4575235,5751,5609
3954,Heliomicrobium modesticaldum,"['655', '370']",498761,Heliomicrobium modesticaldum Ice1,1,3075407,1752219,2875,2694
3955,Halomonas halophila,"['514b', 'J1220', 'J609', '434']",29573,Halomonas halophila,1,3563217,2423807,3359,3260
3956,Brevibacillus limnophilus,"['220', '453']",51101,Brevibacillus agri,1,5374818,2880708,5318,5012
3957,Zobellella denitrificans,"['J118', '514']",347534,Zobellella denitrificans,1,4174222,2664427,3979,3823
3958,Phytobacter diazotrophicus,['1'],395631,Phytobacter diazotrophicus,3,6057347,3214018,5865,5624
3959,Lacrimispora xylanolytica,"['J14', '110', '104b', 'J465']",29375,Lacrimispora xylanolytica,1,4516221,1911055,4165,4048
3960,Nocardia seriolae,"['J14', 'J28', 'J119', 'J43', '535', '65']",37332,Nocardia seriolae,1,8121733,5534008,7687,7353
3961,Paenibacillus chartarius,"['J475', '220']",171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009
3962,Crassaminicella indica,['904'],2855394,Crassaminicella indica,1,2756133,857197,2634,2448
3963,Roseburia intestinalis,"['J465', '1611', 'J1130']",536231,Roseburia intestinalis L1-82,1,4493348,1917013,4193,4014
3964,Mycobacterium lacus,"['645', 'J386']",169765,Mycobacterium lacus,1,5092988,3409668,4781,4351
3965,Thermaerobacter litoralis,"['J41', '514']",644966,Thermaerobacter marianensis DSM 12885,1,2844696,2061895,2427,2309
3966,Paenibacillus sabinae,['220'],1268072,Paenibacillus sabinae T27,1,5270569,2774323,4939,4768
3967,Paracoccus methylovorus,['535'],2812658,Paracoccus methylovorus,5,4381421,2777711,4344,4174
3968,Microlunatus soli,"['J26', '92']",630515,Microlunatus soli,1,6733014,4535730,6118,6031
3969,Pyrococcus kukulkanii,['377'],1609559,Pyrococcus kukulkanii,1,1977126,882235,2265,2164
3970,Staphylococcus pseudoxylosus,"['693', '92']",2282419,Staphylococcus pseudoxylosus,1,2910105,860932,2557,2430
3971,Kutzneria albida,"['J42', '65']",1449976,Kutzneria albida DSM 43870,1,9874926,6971303,8910,8745
3972,Virgibacillus marismortui,"['1', '514']",302167,Virgibacillus dokdonensis,1,4263520,1559797,3963,3811
3973,Proteus terrae subsp. cibarius,"['J22', '514']",626774,Proteus terrae subsp. cibarius,3,4118748,1597048,3801,3653
3974,Ponticoccus litoralis,['514'],1943633,Ponticoccus alexandrii,5,5091427,3368851,4836,4651
3975,Azospirillum thiophilum,"['428', '830']",528244,Azospirillum thiophilum,8,7609458,5186477,6765,6569
3976,Caenibius tardaugens,"['1a', 'J12']",1219035,Caenibius tardaugens NBRC 16725,1,4358096,2669266,4117,3989
3977,Marinitoga aeolica,['945a'],2809031,Marinitoga aeolica,1,2444241,666205,2323,2256
3978,Roseovarius pelophilus,['514'],2494550,Roseovarius faecimaris,2,3934770,2458937,3849,3787
3979,Actinoalloteichus fjordicus,['514'],1612552,Actinoalloteichus fjordicus,1,7120854,4990823,6029,5899
3980,Nocardia callitridis,"['535', '65', 'J43']",1824,Nocardia asteroides,1,6983363,4879682,6476,6344
3981,Streptomyces albiaxialis,"['252', 'J42', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
3982,Ancylobacter plantiphilus,['830'],639283,Ancylobacter novellus DSM 506,1,4765023,3234723,4573,4465
3983,Fusobacterium necrophorum subsp. funduliforme,"['J14', 'J84', 'J83', '78', '693']",143387,Fusobacterium necrophorum subsp. funduliforme,1,2288480,805873,2314,2229
3984,Thermoanaerobacterium xylanolyticum,['144'],858215,Thermoanaerobacterium xylanolyticum LX-11,1,2534358,886413,2493,2394
3985,Dictyoglomus thermophilum,['388'],309799,Dictyoglomus thermophilum H-6-12,1,1959987,661319,1939,1876
3986,Arachnia rubra,"['J14', 'J677', 'J282', '215']",1547448,Arachnia rubra,1,3316958,2129564,3006,2912
3987,Mannheimia glucosida,"['535', '693']",2770636,Mannheimia bovis,1,2155161,857308,2134,2041
3988,Qipengyuania flava,"['J118', '514']",192812,Qipengyuania flava,1,3229668,2055015,3158,3087
3989,Athalassotoga saccharophila,"['J1014', '1604']",1441386,Athalassotoga saccharophila,3,2044999,826660,2024,1962
3990,Pseudomonas cedrina,['1a'],651740,Pseudomonas cedrina,1,6539015,3972621,5975,5796
3991,Arcobacter aquimarinus,"['693', '215b']",1315211,Arcobacter aquimarinus,1,2520808,675487,2554,2475
3992,Komagataeibacter rhaeticus,"['J709', '105', '360', '1044']",215221,Komagataeibacter rhaeticus,6,3644828,2300024,3392,3204
3993,Spiroplasma turonicum,['1076b'],216946,Spiroplasma turonicum,1,1261374,305249,1125,1085
3994,Xylanimonas cellulosilytica,"['J26', '92']",446471,Xylanimonas cellulosilytica DSM 15894,2,3831380,2775913,3516,3424
3995,Nitrosospira multiformis,['1583'],323848,Nitrosospira multiformis ATCC 25196,4,3234309,1742553,2907,2819
3996,Proteus penneri,"['645', 'J569', '1240', '252', '1302', '987', 'J12', '92', '553', 'J42', '535', 'J351', '1', '514', '65', '693']",102862,Proteus penneri,2,4023090,1543451,3664,3506
3997,Paenibacillus stellifer,['220'],169760,Paenibacillus stellifer,1,5658798,3029884,5297,5063
3998,Aeromicrobium marinum,"['J118', '514']",585531,Aeromicrobium marinum DSM 15272,1,3079840,2189083,3138,3067
3999,Brevibacterium picturae,"['J118', '92']",2697563,Brevibacterium atlanticum,1,4156794,2719264,3698,3605
4000,Cedecea neteri,"['220', 'J12']",158822,Cedecea neteri,2,5469298,2965704,5171,4966
4001,Spiroplasma clarkii,['1076b'],2139,Spiroplasma clarkii,1,1560007,461305,1413,1371
4002,Nonomuraea antimicrobica,"['J52', '987', '553', 'J51', '65']",1122611,Nonomuraea coxensis DSM 45129,1,9073954,6548501,8551,8372
4003,Streptococcus himalayensis,['693'],1888195,Streptococcus himalayensis,1,2275471,939082,2160,2026
4004,Lactobacillus jensenii,"['11b', '11']",109790,Lactobacillus jensenii,1,1672949,576130,1639,1523
4005,Sulfurimonas denitrificans,"['113', 'J28', '92', '514']",326298,Sulfurimonas denitrificans DSM 1251,1,2201561,758701,2214,2147
4006,Thermococcus atlanticus,"['760', 'J280']",2598455,Thermococcus aciditolerans,1,2165038,1190239,2413,2333
4007,Yersinia ruckeri,"['J22', '535', 'J12']",29486,Yersinia ruckeri,3,3894226,1849957,3538,3334
4008,Thermovibrio ammonificans,"['792a', 'J371']",648996,Thermovibrio ammonificans HB-1,2,1759526,917237,1886,1827
4009,Staphylococcus muscae,"['186', '693', '92']",1294,Staphylococcus muscae,1,2095116,783377,2073,1976
4010,Streptococcus lactarius,['693'],684066,Streptococcus lactarius,1,2144372,892292,2067,1966
4011,Sediminispirochaeta smaragdinae,"['381', 'J694', '819']",573413,Sediminispirochaeta smaragdinae DSM 11293,1,4653970,2278823,4336,4257
4012,Streptococcus cristatus,"['J28', '693', '92']",889201,Streptococcus cristatus ATCC 51100,1,2000351,852144,1988,1883
4013,Paenibacillus pueri,"['220', '464']",171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009
4014,Sulfurivermis fontis,['1304'],1972068,Sulfurivermis fontis,1,3246214,2077198,3259,3180
4015,Salinispira pacifica,"['J958', '1526']",1307761,Salinispira pacifica,1,3782798,1961772,3289,3193
4016,Nonomuraea gerenzanensis,"['84', '553']",93944,Nonomuraea gerenzanensis,3,12066052,8635003,11223,11059
4017,Amycolatopsis jiguanensis,['65'],715473,Amycolatopsis acidiphila,1,8183622,5762860,8091,7843
4018,Sphingobacterium thalpophilum,"['J75', '1']",259,Sphingobacterium thalpophilum,1,5962893,2602260,5083,4958
4019,Pseudodesulfovibrio portus,"['195c', 'J627']",231439,Pseudodesulfovibrio portus,1,3403863,2083141,3243,3170
4020,Thermoclostridium stercorarium subsp. stercorarium,['255'],1121335,Thermoclostridium stercorarium subsp. stercorarium DSM 8532,1,2974379,1256520,2637,2532
4021,Cronobacter universalis,['535'],1074000,Cronobacter universalis NCTC 9529,2,4436873,2565683,4210,4039
4022,Pseudonocardia kongjuensis,"['J57', 'J43', '83', '65']",2792008,Pseudonocardia abyssalis,2,6305989,4630913,6195,6062
4023,Aquitalea denitrificans,['830'],519081,Aquitalea denitrificans,1,4502301,2648047,4201,4057
4024,Streptosporangium kronopolitis,['65'],479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095
4025,Photobacterium leiognathi,['514'],48408,Photobacterium leiognathi subsp. mandapamensis,3,4783440,1969261,4335,4047
4026,Capnocytophaga gingivalis,"['J14', 'J459', '340', '693']",1017,Capnocytophaga gingivalis,1,2838633,1137947,2720,2617
4027,Serratia aquatilis,['535'],42906,Serratia entomophila,2,5147822,3033139,4913,4732
4028,Agrococcus citreus,"['J26', '92']",684552,Agrococcus carbonis,1,2773310,2024119,2689,2618
4029,Neisseria macacae,['429'],997348,Neisseria macacae ATCC 33926,1,2801968,1431823,2678,2528
4030,Rosistilla ulvae,['1560'],1930277,Rosistilla ulvae,1,7475804,4325065,5271,5207
4031,Fluviicola taffensis,"['1', '948']",755732,Fluviicola taffensis DSM 16823,1,4633577,1691009,4070,4002
4032,Syntrophomonas erecta,['213'],335541,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,1,2936195,1317351,2702,2594
4033,Salinicoccus jeotgali,"['J118', 'J41', '514']",407035,Salinicoccus halodurans,1,2778379,1237616,2868,2751
4034,Methylobacterium oryzae,"['J346', '1']",693986,Methylobacterium oryzae CBMB20,1,6286629,4386421,5838,5658
4035,Haemophilus parahaemolyticus,['804'],735,Haemophilus parahaemolyticus,2,2093459,843501,2049,1910
4036,Staphylococcus casei,"['693', '92']",201828,Staphylococcus casei,9,2913362,968229,2819,2693
4037,Micromonospora oryzae,"['535', '554', '65']",644283,Micromonospora aurantiaca ATCC 27029,1,7025559,5116162,6375,6249
4038,Sphingomonas difficilis,['830'],2759526,Sphingomonas aliaeris,3,4262007,2743796,4140,3832
4039,Glutamicibacter bergerei,"['J475', 'J26', '92']",861360,Glutamicibacter arilaitensis Re117,3,3918192,2322381,3693,3523
4040,Saccharophagus degradans,['514a'],203122,Saccharophagus degradans 2-40,1,5057531,2317668,4137,4069
4041,Weissella diestrammenae,['11'],1162633,Weissella diestrammenae,1,1659381,653051,1658,1551
4042,Comamonas aquatilis,"['535', '830']",2743470,Comamonas antarctica,3,5025439,3332187,4640,4466
4043,Dokdonella koreensis,['535'],1300342,Dokdonella koreensis DS-123,1,4446619,3128051,3649,3562
4044,Deinococcus psychrotolerans,['1484'],2489213,Deinococcus psychrotolerans,7,4397705,2686627,4228,4113
4045,Streptococcus chenjunshii,['92'],2173853,Streptococcus chenjunshii,1,2443046,1024147,2311,2190
4046,Caldanaerobacter uzonensis,['508'],273068,Caldanaerobacter subterraneus subsp. tengcongensis MB4,1,2689445,1010449,2727,2565
4047,Metallosphaera hakonensis,"['J171', '88', 'J172']",1293036,Metallosphaera hakonensis JCM 8857 = DSM 7519,1,2544115,1112621,2639,2449
4048,Treponema parvum,['1494'],138851,Treponema parvum,1,2658287,1169194,2340,2273
4049,Boudabousia tangfeifanii,['1029'],1912795,Boudabousia tangfeifanii,1,2207832,1146722,1815,1747
4050,Brachyspira murdochii,"['840', '693']",526224,Brachyspira murdochii DSM 12563,1,3241804,899647,2898,2829
4051,Geobacter metallireducens,['579'],269799,Geobacter metallireducens GS-15,2,4011182,2386067,3676,3586
4052,Actinomadura graeca,"['553', '535', '554', '65']",2750812,Actinomadura graeca,3,8979594,6498697,7926,7757
4053,Pectobacterium aroidearum,['535'],1201031,Pectobacterium aroidearum,1,4995896,2589662,4475,4309
4054,Virgibacillus dokdonensis,['514'],302167,Virgibacillus dokdonensis,1,4263520,1559797,3963,3811
4055,Xenorhabdus poinarii,"['423', '220']",1354304,Xenorhabdus poinarii G6,1,3659523,1630159,3443,3209
4056,Neptunomonas naphthovorans,['514'],1031538,Neptunomonas concharum,1,3561992,1651675,3387,3291
4057,Streptomyces olivicoloratus,"['84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
4058,Thiomicrospira sibirica,['925'],717772,Thiomicrospira aerophila AL3,1,2158359,990950,2104,2044
4059,Brevundimonas pondensis,['595'],2774189,Brevundimonas pondensis,1,3550773,2380333,3533,3439
4060,Luteimonas vadosa,"['J118', '514']",2006110,Luteimonas chenhongjianii,1,3351776,2289099,3034,2921
4061,Moraxella bovoculi,['92'],386891,Moraxella bovoculi,2,2141970,975500,2032,1925
4062,Oceanisphaera donghaensis,['514'],1903694,Oceanisphaera avium,1,2902896,1365899,2705,2546
4063,Morganella morganii,"['1', '535']",582,Morganella morganii,1,3906921,1991728,3742,3601
4064,Dactylosporangium aurantiacum,"['J42', 'J62', '83', '84', '65']",35754,Dactylosporangium aurantiacum,1,11523879,8432897,10317,10071
4065,Thermoproteus uzoniensis,"['9', '480d']",999630,Thermoproteus uzoniensis 768-20,1,1936063,1154960,2248,2189
4066,Turicibacter sanguinis,"['110', '104c']",154288,Turicibacter sanguinis,1,2999687,1031090,2904,2735
4067,Silicimonas algicola,['514'],1826607,Silicimonas algicola,1,4351658,2839820,4384,4282
4068,Pseudoleptotrichia goodfellowii,"['J14', '693', '104']",157692,Pseudoleptotrichia goodfellowii,1,2290729,725836,2261,2183
4069,Streptomyces canalis,"['252', '636', '987', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
4070,Shewanella frigidimarina,"['J118', '514']",318167,Shewanella frigidimarina NCIMB 400,1,4845257,2014855,4180,4001
4071,Hoeflea siderophila,['514'],411684,Hoeflea phototrophica DFL-43,1,4468465,2671973,4227,4121
4072,Actinoplanes teichomyceticus,"['252', 'J52', 'J42', '65']",457423,Actinoplanes teichomyceticus ATCC 31121,1,8287152,6028766,7292,7114
4073,Bradyrhizobium pachyrhizi,['98'],280333,Bradyrhizobium pachyrhizi,1,8851675,5649144,8341,8094
4074,Nocardia rhizosphaerae,['215'],1824,Nocardia asteroides,1,6983363,4879682,6476,6344
4075,Tuwongella immobilis,['1441'],692036,Tuwongella immobilis,1,6690754,3888245,5135,5045
4076,Microbacterium petrolearium,"['J475', '92']",936337,Microbacterium amylolyticum,2,2588344,1670013,2507,2381
4077,Sphingopyxis ginsengisoli,['830'],317655,Sphingopyxis alaskensis RB2256,2,3373713,2208369,3315,3225
4078,Parabacteroides johnsonii,"['J14', '693', '104']",387661,Parabacteroides johnsonii,1,4766157,2154792,3888,3735
4079,Streptomyces violaceolatus,"['J66', 'J45', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
4080,Dactylosporangium cerinum,"['J61', 'J42', '554', '83', '84', '65']",35754,Dactylosporangium aurantiacum,1,11523879,8432897,10317,10071
4081,Polynucleobacter duraquae,['830'],1835254,Polynucleobacter duraquae,1,2026292,915076,2105,2043
4082,Paraburkholderia sabiae,['830'],273251,Paraburkholderia sabiae,4,9909294,6149594,8934,8609
4083,Halorubrum tibetense,"['J306', 'J167', '371']",337243,Halorubrum ezzemoulense,3,3726301,2475770,3748,3542
4084,Streptomyces chromofuscus,"['J42', '84', '65']",42881,Streptomyces chromofuscus,1,7483282,5359045,6801,6406
4085,Plesiomonas shigelloides,['830'],703,Plesiomonas shigelloides,3,3860786,1996755,3456,3260
4086,Basfia succiniciproducens,"['535', '693']",653940,Basfia succiniciproducens,1,2253194,956310,2099,2001
4087,Thermococcus aggregans,"['J161', '760', 'J280']",110163,Thermococcus aggregans,1,1889207,818814,2083,2001
4088,Kocuria uropygialis,['92'],446860,Kocuria flava,5,3638342,2689747,3305,3194
4089,Gracilinema caldarium,['635'],744872,Gracilinema caldarium DSM 7334,1,3239340,1476358,2934,2851
4090,Ureaplasma felinum,['1076b'],42094,Ureaplasma diversum,1,973501,274417,778,742
4091,Francisella hispaniensis,['429c'],622488,Francisella hispaniensis,1,1945310,628796,1889,1813
4092,Rubinisphaera brasiliensis,"['J118', '607', '9']",756272,Rubinisphaera brasiliensis DSM 5305,1,6006602,3390645,4686,4599
4093,Pseudomonas campi,"['1', '535']",2731681,Pseudomonas campi,1,4436925,2815275,4086,3985
4094,Salicibibacter cibarius,['371'],2743000,Salicibibacter cibarius,1,4513310,2015602,4527,4349
4095,Streptomyces lavendulocolor,"['J66', '84', '65', 'J58']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
4096,Rhodococcus daqingensis,"['535', '987', '65']",191292,Rhodococcus aetherivorans,3,6558029,4595790,5958,5805
4097,Marinobacterium iners,"['J22', 'J7', 'J118', '514']",48076,Marinobacterium iners,1,4053293,2241919,3830,3696
4098,Paenibacillus wenxiniae,['220'],171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009
4099,Acetobacterium woodii,"['1560', '1622', '92', 'J469', '514c', '1203', '135', '514', '1271', '104c', '830', '104', 'J1150', '1203a', '1', '339', '1451', '535', '1609', '78', '704', 'J677', '110', '110a', '220', 'J1142', '390', '878', 'J1099', 'J26', '693']",931626,Acetobacterium woodii DSM 1030,1,4044777,1591140,3713,3600
4100,Halomicrobium mukohataei,"['J168', '372']",485914,Halomicrobium mukohataei DSM 12286,2,3332349,2183712,3444,3331
4101,Anaerostipes caccae,"['J14', 'J1130', '104']",105841,Anaerostipes caccae,1,3284789,1460386,3325,3221
4102,Methanospirillum hungatei,"['119', '90', '1523', 'J242']",323259,Methanospirillum hungatei JF-1,1,3544738,1600415,3416,3323
4103,Sulfurimicrobium lacus,['1277'],2715678,Sulfurimicrobium lacus,1,3826324,2303501,3757,3688
4104,Pseudothermotoga elfii,['664'],1123383,Pseudothermotoga elfii DSM 9442 = NBRC 107921,1,2169860,840250,2153,2097
4105,Sulfuritalea hydrogenivorans,['1304'],1223802,Sulfuritalea hydrogenivorans sk43H,1,3802648,2405837,3670,3584
